Exam,Unit,Subject,Month,Year,Paper,Number,Part,Subpart,Section,Topic,Difficulty,Marks,Question,SVG,Validated Question Code,Q,Question Diagram Path Prefix
cape,2,Chemistry,May,2024,2,3,d,iii,Industry and Environment,Ammonia,2,3,\text{State the reaction conditions that are specific to the Haber–Bosch process.},,"LaTeX(""State the reaction conditions that are specific to the Haber–Bosch process."").parsingMode(.onlyEquations)",State the reaction conditions that are specific to the Haber–Bosch process.,cape_2_chemistry_may_2024_2_3_d_iii
cape,2,Chemistry,May,2024,2,3,d,iv,Industry and Environment,Ammonia,3,3,\text{Indicate how EACH component of the conditions stated in (d) (iii) increases the rate of collisions of reactant molecules.},,"LaTeX(""Indicate how EACH component of the conditions stated in (d) (iii) increases the rate of collisions of reactant molecules."").parsingMode(.onlyEquations)",Indicate how EACH component of the conditions stated in (d) (iii) increases the rate of collisions of reactant molecules.,cape_2_chemistry_may_2024_2_3_d_iv
cape,2,Chemistry,May,2024,2,3,e,i,Industry and Environment,Ammonia,3,2,\text{The Haber–Bosch process generates 2% of the world’s }  \text{CO}_2  \text{ emissions and consumes 1% of the world’s energy. Indicate TWO ways in which }  \text{CO}_2  \text{ is emitted as a by-product of the Haber–Bosch process.},,"LaTeX(""The Haber–Bosch process generates 2% of the world’s  CO$_2$  emissions and consumes 1% of the world’s energy. Indicate TWO ways in which  CO$_2$  is emitted as a by-product of the Haber–Bosch process."").parsingMode(.onlyEquations)",The Haber–Bosch process generates 2% of the world’s  CO$_2$  emissions and consumes 1% of the world’s energy. Indicate TWO ways in which  CO$_2$  is emitted as a by-product of the Haber–Bosch process.,cape_2_chemistry_may_2024_2_3_e_i
cape,2,Chemistry,May,2024,2,3,f,i,Industry and Environment,Ammonia,3,2,"\text{State the effects of the MAJOR limitations if the reaction in the Haber–Bosch process is done at STP?}
\text{Effect 1}
\text{Effect 2}",,"LaTeX(""State the effects of the MAJOR limitations if the reaction in the Haber–Bosch process is done at STP?\nEffect 1\nEffect 2"").parsingMode(.onlyEquations)","State the effects of the MAJOR limitations if the reaction in the Haber–Bosch process is done at STP?
Effect 1
Effect 2",cape_2_chemistry_may_2024_2_3_f_i
cape,2,Chemistry,May,2024,2,3,g,i,Industry and Environment,Ammonia,2,2,\text{Identify TWO ways in which ammonia affects the environment.},,"LaTeX(""Identify TWO ways in which ammonia affects the environment."").parsingMode(.onlyEquations)",Identify TWO ways in which ammonia affects the environment.,cape_2_chemistry_may_2024_2_3_g_i
cape,2,Chemistry,May,2024,2,3,h,i,Industry and Environment,Ammonia,3,2,"\text{As a fertilizer, ammonia is generally used in the form of an ammonium salt.}
\text{i) State the reason for this.}
\text{ii) Give the formula for any ONE of the most commonly used ammonium salts in fertilizers.}",,"LaTeX(""As a fertilizer, ammonia is generally used in the form of an ammonium salt.\ni) State the reason for this.\nii) Give the formula for any ONE of the most commonly used ammonium salts in fertilizers."").parsingMode(.onlyEquations)","As a fertilizer, ammonia is generally used in the form of an ammonium salt.
i) State the reason for this.
ii) Give the formula for any ONE of the most commonly used ammonium salts in fertilizers.",cape_2_chemistry_may_2024_2_3_h_i
cape,2,Chemistry,May,2025,2,1,a,i,The Chemistry of Carbon Compounds,Structure and Formulae,2,2,"\text{Figure 1 shows Compound A and Compound B which are two possible isomers of }  \text{C}_7\text{H}_{16} \text{.}
\text{Name EACH of the following compounds in Figure 1.}
\text{Compound A}
\text{Compound B}",,"LaTeX(""Figure 1 shows Compound A and Compound B which are two possible isomers of  C$_7$H$_{16}$.\nName EACH of the following compounds in Figure 1.\nCompound A\nCompound B"").parsingMode(.onlyEquations)","Figure 1 shows Compound A and Compound B which are two possible isomers of  C$_7$H$_{16}$.
Name EACH of the following compounds in Figure 1.
Compound A
Compound B",cape_2_chemistry_may_2025_2_1_a_i
cape,2,Chemistry,May,2025,2,1,a,ii,The Chemistry of Carbon Compounds,Structure and Formulae,1,2,\text{Define the term ‘structural isomerism’.},,"LaTeX(""Define the term ‘structural isomerism’."").parsingMode(.onlyEquations)",Define the term ‘structural isomerism’.,cape_2_chemistry_may_2025_2_1_a_ii
cape,2,Chemistry,May,2025,2,1,a,iii,The Chemistry of Carbon Compounds,Structure and Formulae,2,1,\text{State the type of structural isomerism present in Compound A.},,"LaTeX(""State the type of structural isomerism present in Compound A."").parsingMode(.onlyEquations)",State the type of structural isomerism present in Compound A.,cape_2_chemistry_may_2025_2_1_a_iii
cape,2,Chemistry,May,2025,2,1,a,iv,The Chemistry of Carbon Compounds,Structure and Formulae,3,4,"\text{Describe TWO types of structural isomerism other than the one given in (a) (iii). Draw examples of displayed structures of EACH type.}
\text{Type 1}
\text{Type 2}",,"LaTeX(""Describe TWO types of structural isomerism other than the one given in (a) (iii). Draw examples of displayed structures of EACH type.\nType 1\nType 2"").parsingMode(.onlyEquations)","Describe TWO types of structural isomerism other than the one given in (a) (iii). Draw examples of displayed structures of EACH type.
Type 1
Type 2",cape_2_chemistry_may_2025_2_1_a_iv
cape,2,Chemistry,May,2025,2,1,b,i,The Chemistry of Carbon Compounds,"Functional Group Analysis, Reactions and Mechanisms",3,5,"\text{Another hydrocarbon, having molecular formula }  \text{C}_5\text{H}_{10}  \text{ undergoes oxidation reaction with hot acidified }  \text{KMnO}_4  \text{ to form two products, R and S. The products were subjected to analysis as seen in Table 1.}
\text{Complete Table 1 by inserting the appropriate observations and inferences in the spaces provided.}",,"LaTeX(""Another hydrocarbon, having molecular formula  C$_5$H$_{10}$  undergoes oxidation reaction with hot acidified  KMnO$_4$  to form two products, R and S. The products were subjected to analysis as seen in Table 1.\nComplete Table 1 by inserting the appropriate observations and inferences in the spaces provided."").parsingMode(.onlyEquations)","Another hydrocarbon, having molecular formula  C$_5$H$_{10}$  undergoes oxidation reaction with hot acidified  KMnO$_4$  to form two products, R and S. The products were subjected to analysis as seen in Table 1.
Complete Table 1 by inserting the appropriate observations and inferences in the spaces provided.",cape_2_chemistry_may_2025_2_1_b_i
cape,2,Chemistry,May,2025,2,1,b,ii,The Chemistry of Carbon Compounds,"Functional Group Analysis, Reactions and Mechanisms",3,2,"\text{Based on the observations and inferences, (i) to (iv) in Table 1, predict the functional groups for Product R and Product S.}
\text{Product R}
\text{Product S}",,"LaTeX(""Based on the observations and inferences, (i) to (iv) in Table 1, predict the functional groups for Product R and Product S.\nProduct R\nProduct S"").parsingMode(.onlyEquations)","Based on the observations and inferences, (i) to (iv) in Table 1, predict the functional groups for Product R and Product S.
Product R
Product S",cape_2_chemistry_may_2025_2_1_b_ii
cape,2,Chemistry,May,2025,2,1,b,iii,The Chemistry of Carbon Compounds,"Functional Group Analysis, Reactions and Mechanisms",2,1,\text{Draw the DISPLAYED structure of either Product R or Product S which is formed from the oxidation of the hydrocarbon.},,"LaTeX(""Draw the DISPLAYED structure of either Product R or Product S which is formed from the oxidation of the hydrocarbon."").parsingMode(.onlyEquations)",Draw the DISPLAYED structure of either Product R or Product S which is formed from the oxidation of the hydrocarbon.,cape_2_chemistry_may_2025_2_1_b_iii
cape,2,Chemistry,May,2025,2,1,b,iv,The Chemistry of Carbon Compounds,"Functional Group Analysis, Reactions and Mechanisms",3,2,\text{Name and draw the displayed structure of the hydrocarbon }  \text{C}_5\text{H}_{10}  \text{ that was oxidized.},,"LaTeX(""Name and draw the displayed structure of the hydrocarbon  C$_5$H$_{10}$  that was oxidized."").parsingMode(.onlyEquations)",Name and draw the displayed structure of the hydrocarbon  C$_5$H$_{10}$  that was oxidized.,cape_2_chemistry_may_2025_2_1_b_iv
cape,2,Chemistry,May,2025,2,1,c,i,The Chemistry of Carbon Compounds,Macromolecules,2,1,"\text{Figure 2 shows a diagram of a polymer. Polymers play a crucial role by providing basic structural materials and participating in vital life processes in organisms.}
\text{Deduce the monomer used to form the polymer in Figure 2.}",,"LaTeX(""Figure 2 shows a diagram of a polymer. Polymers play a crucial role by providing basic structural materials and participating in vital life processes in organisms.\nDeduce the monomer used to form the polymer in Figure 2."").parsingMode(.onlyEquations)","Figure 2 shows a diagram of a polymer. Polymers play a crucial role by providing basic structural materials and participating in vital life processes in organisms.
Deduce the monomer used to form the polymer in Figure 2.",cape_2_chemistry_may_2025_2_1_c_i
cape,2,Chemistry,May,2025,2,1,c,ii,The Chemistry of Carbon Compounds,Macromolecules,2,2,"\text{Using the diagram in Figure 2 and your response from (c) (i), explain how addition polymers are formed.}",,"LaTeX(""Using the diagram in Figure 2 and your response from (c) (i), explain how addition polymers are formed."").parsingMode(.onlyEquations)","Using the diagram in Figure 2 and your response from (c) (i), explain how addition polymers are formed.",cape_2_chemistry_may_2025_2_1_c_ii
cape,2,Chemistry,May,2025,2,1,c,iii,The Chemistry of Carbon Compounds,Macromolecules,3,3,\text{Identify the reagent(s) used and describe the colour changes expected in order to distinguish the polymer from the monomer.},,"LaTeX(""Identify the reagent(s) used and describe the colour changes expected in order to distinguish the polymer from the monomer."").parsingMode(.onlyEquations)",Identify the reagent(s) used and describe the colour changes expected in order to distinguish the polymer from the monomer.,cape_2_chemistry_may_2025_2_1_c_iii
cape,2,Chemistry,May,2025,2,1,c,iv,The Chemistry of Carbon Compounds,Macromolecules,2,2,\text{State TWO characteristics of condensation polymers.},,"LaTeX(""State TWO characteristics of condensation polymers."").parsingMode(.onlyEquations)",State TWO characteristics of condensation polymers.,cape_2_chemistry_may_2025_2_1_c_iv
cape,2,Chemistry,May,2025,2,1,c,v,The Chemistry of Carbon Compounds,Macromolecules,2,3,\text{Condensation polymers may be classified based on the type of linkage present. List THREE examples of condensation polymers.},,"LaTeX(""Condensation polymers may be classified based on the type of linkage present. List THREE examples of condensation polymers."").parsingMode(.onlyEquations)",Condensation polymers may be classified based on the type of linkage present. List THREE examples of condensation polymers.,cape_2_chemistry_may_2025_2_1_c_v
cape,2,Chemistry,May,2025,2,2,a,i,Analytical Methods and Separation Techniques,Spectroscopic Methods of Analysis,2,3,\text{Electromagnetic radiation consists of waves that have electrical and magnetic properties. There are different types of radiation. Draw a diagram to show the approximate wavelength ranges of any THREE types of radiation which are found in the electromagnetic spectrum.},,"LaTeX(""Electromagnetic radiation consists of waves that have electrical and magnetic properties. There are different types of radiation. Draw a diagram to show the approximate wavelength ranges of any THREE types of radiation which are found in the electromagnetic spectrum."").parsingMode(.onlyEquations)",Electromagnetic radiation consists of waves that have electrical and magnetic properties. There are different types of radiation. Draw a diagram to show the approximate wavelength ranges of any THREE types of radiation which are found in the electromagnetic spectrum.,cape_2_chemistry_may_2025_2_2_a_i
cape,2,Chemistry,May,2025,2,2,b,i,Analytical Methods and Separation Techniques,Spectroscopic Methods of Analysis,2,2,"\text{The energy of an electronic transition has a frequency of }  1.01 \times 10^{16}\,\text{Hz} \text{. Calculate the energy of the radiation emitted.}",,"LaTeX(""The energy of an electronic transition has a frequency of  $1.01 \\times 10^{16}\\,$Hz. Calculate the energy of the radiation emitted."").parsingMode(.onlyEquations)","The energy of an electronic transition has a frequency of  $1.01 \times 10^{16}\,$Hz. Calculate the energy of the radiation emitted.",cape_2_chemistry_may_2025_2_2_b_i
cape,2,Chemistry,May,2025,2,2,c,i,Analytical Methods and Separation Techniques,Ultra Violet (UV/VIS) Spectroscopy,3,3,"\text{Figure 3 shows the electronic transitions within a molecule. Some compounds absorb UV/VIS radiation, resulting in electronic transitions within the molecule.}
\text{On Figure 3, draw the possible transitions associated with the absorption in this UV/VIS region of the spectrum.}",,"LaTeX(""Figure 3 shows the electronic transitions within a molecule. Some compounds absorb UV/VIS radiation, resulting in electronic transitions within the molecule.\nOn Figure 3, draw the possible transitions associated with the absorption in this UV/VIS region of the spectrum."").parsingMode(.onlyEquations)","Figure 3 shows the electronic transitions within a molecule. Some compounds absorb UV/VIS radiation, resulting in electronic transitions within the molecule.
On Figure 3, draw the possible transitions associated with the absorption in this UV/VIS region of the spectrum.",cape_2_chemistry_may_2025_2_2_c_i
cape,2,Chemistry,May,2025,2,2,d,i,Analytical Methods and Separation Techniques,Ultra Violet (UV/VIS) Spectroscopy,2,1,"\text{An experiment is carried out to determine the concentration of }  \text{Cu}^{2+}  \text{ ions in a sample of well water. A measured volume of the water is treated with excess ammonia and a sample of the resultant solution was analysed in a cuvette, of side 1 cm, at a wavelength of 615 nm in a UV/VIS spectrophotometer.}
\text{State what would be observed when the ammonia is added.}",,"LaTeX(""An experiment is carried out to determine the concentration of  Cu$^{2+}$  ions in a sample of well water. A measured volume of the water is treated with excess ammonia and a sample of the resultant solution was analysed in a cuvette, of side 1 cm, at a wavelength of 615 nm in a UV/VIS spectrophotometer.\nState what would be observed when the ammonia is added."").parsingMode(.onlyEquations)","An experiment is carried out to determine the concentration of  Cu$^{2+}$  ions in a sample of well water. A measured volume of the water is treated with excess ammonia and a sample of the resultant solution was analysed in a cuvette, of side 1 cm, at a wavelength of 615 nm in a UV/VIS spectrophotometer.
State what would be observed when the ammonia is added.",cape_2_chemistry_may_2025_2_2_d_i
cape,2,Chemistry,May,2025,2,2,d,ii,Analytical Methods and Separation Techniques,Ultra Violet (UV/VIS) Spectroscopy,2,1,\text{Give the reason why the wavelength of 615 nm was chosen.},,"LaTeX(""Give the reason why the wavelength of 615 nm was chosen."").parsingMode(.onlyEquations)",Give the reason why the wavelength of 615 nm was chosen.,cape_2_chemistry_may_2025_2_2_d_ii
cape,2,Chemistry,May,2025,2,2,d,iii,Analytical Methods and Separation Techniques,Ultra Violet (UV/VIS) Spectroscopy,3,3,\text{Describe how a calibration curve can be made and used in the analysis process.},,"LaTeX(""Describe how a calibration curve can be made and used in the analysis process."").parsingMode(.onlyEquations)",Describe how a calibration curve can be made and used in the analysis process.,cape_2_chemistry_may_2025_2_2_d_iii
cape,2,Chemistry,May,2025,2,2,e,i,Analytical Methods and Separation Techniques,Ultra Violet (UV/VIS) Spectroscopy,3,3,"\text{An aqueous solution of }  \text{Cu}^{2+}  \text{ ions at a concentration of }  2.5 \times 10^{-3}\,\text{g dm}^{-3}  \text{ was analysed using a cuvette of path length 1 cm, in a UV/VIS spectrophotometer.}
\text{Calculate the concentration of the known }  \text{Cu}^{2+}  \text{ ions, in }  \text{mol/dm}^3 \text{.}",,"LaTeX(""An aqueous solution of  Cu$^{2+}$  ions at a concentration of  $2.5 \\times 10^{-3}\\,$g dm$^{-3}$  was analysed using a cuvette of path length 1 cm, in a UV/VIS spectrophotometer.\nCalculate the concentration of the known  Cu$^{2+}$  ions, in  mol/dm$^3$."").parsingMode(.onlyEquations)","An aqueous solution of  Cu$^{2+}$  ions at a concentration of  $2.5 \times 10^{-3}\,$g dm$^{-3}$  was analysed using a cuvette of path length 1 cm, in a UV/VIS spectrophotometer.
Calculate the concentration of the known  Cu$^{2+}$  ions, in  mol/dm$^3$.",cape_2_chemistry_may_2025_2_2_e_i
cape,2,Chemistry,May,2025,2,2,e,ii,Analytical Methods and Separation Techniques,Ultra Violet (UV/VIS) Spectroscopy,3,3,"\text{Applying Beer–Lambert’s law, calculate the molar absorptivity using the stated absorbance value.}",,"LaTeX(""Applying Beer–Lambert’s law, calculate the molar absorptivity using the stated absorbance value."").parsingMode(.onlyEquations)","Applying Beer–Lambert’s law, calculate the molar absorptivity using the stated absorbance value.",cape_2_chemistry_may_2025_2_2_e_ii
cape,2,Chemistry,May,2025,2,2,e,iii,Analytical Methods and Separation Techniques,Ultra Violet (UV/VIS) Spectroscopy,2,1,"\text{A well water sample containing }  \text{Cu}^{2+}  \text{ ions was also analyzed using the same cell of path length 1 cm under the same conditions in the spectrophotometer. The absorbance was 0.350.}
\text{Calculate the concentration of the }  \text{Cu}^{2+}  \text{ ions in this sample.}",,"LaTeX(""A well water sample containing  Cu$^{2+}$  ions was also analyzed using the same cell of path length 1 cm under the same conditions in the spectrophotometer. The absorbance was 0.350.\nCalculate the concentration of the  Cu$^{2+}$  ions in this sample."").parsingMode(.onlyEquations)","A well water sample containing  Cu$^{2+}$  ions was also analyzed using the same cell of path length 1 cm under the same conditions in the spectrophotometer. The absorbance was 0.350.
Calculate the concentration of the  Cu$^{2+}$  ions in this sample.",cape_2_chemistry_may_2025_2_2_e_iii
cape,2,Chemistry,May,2025,2,2,f,i,Analytical Methods and Separation Techniques,Ultra Violet (UV/VIS) Spectroscopy,3,4,\text{Outline the steps in analysing a sample using UV/VIS spectroscopy.},,"LaTeX(""Outline the steps in analysing a sample using UV/VIS spectroscopy."").parsingMode(.onlyEquations)",Outline the steps in analysing a sample using UV/VIS spectroscopy.,cape_2_chemistry_may_2025_2_2_f_i
cape,2,Chemistry,May,2025,2,2,g,i,Analytical Methods and Separation Techniques,Infrared Spectroscopy,3,2,\text{Explain the principles of infrared spectroscopy.},,"LaTeX(""Explain the principles of infrared spectroscopy."").parsingMode(.onlyEquations)",Explain the principles of infrared spectroscopy.,cape_2_chemistry_may_2025_2_2_g_i
cape,2,Chemistry,May,2025,2,2,h,i,Analytical Methods and Separation Techniques,Infrared Spectroscopy,3,2,"\text{Figure 4 shows a diagram of Compound D which has the molecular formula }  \text{C}_5\text{H}_8\text{O} \text{. Infrared spectroscopy was used to determine the structure of Compound D.}
\text{Compound D exhibits characteristic absorption wave numbers }  1695\,\text{cm}^{-1}  \text{ and }  1619\,\text{cm}^{-1}  \text{ in the infrared spectrum. Indicate the functional groups responsible for these absorptions.}",,"LaTeX(""Figure 4 shows a diagram of Compound D which has the molecular formula  C$_5$H$_8$O. Infrared spectroscopy was used to determine the structure of Compound D.\nCompound D exhibits characteristic absorption wave numbers  $1695\\,$cm$^{-1}$  and  $1619\\,$cm$^{-1}$  in the infrared spectrum. Indicate the functional groups responsible for these absorptions."").parsingMode(.onlyEquations)","Figure 4 shows a diagram of Compound D which has the molecular formula  C$_5$H$_8$O. Infrared spectroscopy was used to determine the structure of Compound D.
Compound D exhibits characteristic absorption wave numbers  $1695\,$cm$^{-1}$  and  $1619\,$cm$^{-1}$  in the infrared spectrum. Indicate the functional groups responsible for these absorptions.",cape_2_chemistry_may_2025_2_2_h_i
cape,2,Chemistry,May,2025,2,2,h,ii,Analytical Methods and Separation Techniques,Infrared Spectroscopy,2,2,\text{Indicate TWO types of vibrations that could be exhibited by Compound D.},,"LaTeX(""Indicate TWO types of vibrations that could be exhibited by Compound D."").parsingMode(.onlyEquations)",Indicate TWO types of vibrations that could be exhibited by Compound D.,cape_2_chemistry_may_2025_2_2_h_ii
cape,2,Chemistry,May,2025,2,3,a,i,Industry and Environment,Locating and Operating Industrial Plants,2,2,\text{List FOUR factors that must be considered with respect to the location of an industrial plant.},,"LaTeX(""List FOUR factors that must be considered with respect to the location of an industrial plant."").parsingMode(.onlyEquations)",List FOUR factors that must be considered with respect to the location of an industrial plant.,cape_2_chemistry_may_2025_2_3_a_i
cape,2,Chemistry,May,2025,2,3,b,i,Industry and Environment,Sulphuric Acid,3,5,"\text{Sulfuric acid is one of the world’s most important industrial chemicals. With the aid of equations, outline the first TWO steps in the Contact process.}",,"LaTeX(""Sulfuric acid is one of the world’s most important industrial chemicals. With the aid of equations, outline the first TWO steps in the Contact process."").parsingMode(.onlyEquations)","Sulfuric acid is one of the world’s most important industrial chemicals. With the aid of equations, outline the first TWO steps in the Contact process.",cape_2_chemistry_may_2025_2_3_b_i
cape,2,Chemistry,May,2025,2,3,b,ii,Industry and Environment,Sulphuric Acid,2,1,\text{Give an example of the use of an oxide of sulfur in the food industry.},,"LaTeX(""Give an example of the use of an oxide of sulfur in the food industry."").parsingMode(.onlyEquations)",Give an example of the use of an oxide of sulfur in the food industry.,cape_2_chemistry_may_2025_2_3_b_ii
cape,2,Chemistry,May,2025,2,3,b,iii,Industry and Environment,Sulphuric Acid,2,2,\text{State TWO environmental concerns associated with sulfur dioxide.},,"LaTeX(""State TWO environmental concerns associated with sulfur dioxide."").parsingMode(.onlyEquations)",State TWO environmental concerns associated with sulfur dioxide.,cape_2_chemistry_may_2025_2_3_b_iii
cape,2,Chemistry,May,2025,2,3,c,i,Industry and Environment,Aluminium,4,7,"\text{Bauxite ore is a mixture of aluminium oxide and other oxides. With the aid of balanced equations, briefly explain how aluminium oxide is separated from bauxite ore.}",,"LaTeX(""Bauxite ore is a mixture of aluminium oxide and other oxides. With the aid of balanced equations, briefly explain how aluminium oxide is separated from bauxite ore."").parsingMode(.onlyEquations)","Bauxite ore is a mixture of aluminium oxide and other oxides. With the aid of balanced equations, briefly explain how aluminium oxide is separated from bauxite ore.",cape_2_chemistry_may_2025_2_3_c_i
cape,2,Chemistry,May,2025,2,3,c,ii,Industry and Environment,Aluminium,3,4,\text{Aluminium oxide is electrolysed to obtain aluminium (smelting). Write the main reactions occurring at the anode and cathode.},,"LaTeX(""Aluminium oxide is electrolysed to obtain aluminium (smelting). Write the main reactions occurring at the anode and cathode."").parsingMode(.onlyEquations)",Aluminium oxide is electrolysed to obtain aluminium (smelting). Write the main reactions occurring at the anode and cathode.,cape_2_chemistry_may_2025_2_3_c_ii
cape,2,Chemistry,May,2025,2,3,c,iii,Industry and Environment,Aluminium,2,2,\text{Describe any ONE impact of the production of alumina on the environment.},,"LaTeX(""Describe any ONE impact of the production of alumina on the environment."").parsingMode(.onlyEquations)",Describe any ONE impact of the production of alumina on the environment.,cape_2_chemistry_may_2025_2_3_c_iii
cape,2,Chemistry,May,2025,2,3,d,i,Industry and Environment,The Atmosphere,3,2,\text{Oxides of nitrogen are collectively called }  \text{NO}_x  \text{ and are produced when fossil fuels are burnt in air in combustion engines. Write the equations that show the formation of these oxides.},,"LaTeX(""Oxides of nitrogen are collectively called  NO$_x$  and are produced when fossil fuels are burnt in air in combustion engines. Write the equations that show the formation of these oxides."").parsingMode(.onlyEquations)",Oxides of nitrogen are collectively called  NO$_x$  and are produced when fossil fuels are burnt in air in combustion engines. Write the equations that show the formation of these oxides.,cape_2_chemistry_may_2025_2_3_d_i
cape,2,Chemistry,May,2025,2,3,e,i,Industry and Environment,Water,3,2,"\text{Nitrates and phosphates are common pollutants in water. The cadmium reduction method is a standard method used in the determination of nitrates in industrial laboratories.}
\text{Describe a qualitative chemical test that can be used in school laboratories to detect the presence of aqueous nitrate ions.}",,"LaTeX(""Nitrates and phosphates are common pollutants in water. The cadmium reduction method is a standard method used in the determination of nitrates in industrial laboratories.\nDescribe a qualitative chemical test that can be used in school laboratories to detect the presence of aqueous nitrate ions."").parsingMode(.onlyEquations)","Nitrates and phosphates are common pollutants in water. The cadmium reduction method is a standard method used in the determination of nitrates in industrial laboratories.
Describe a qualitative chemical test that can be used in school laboratories to detect the presence of aqueous nitrate ions.",cape_2_chemistry_may_2025_2_3_e_i
cape,2,Chemistry,May,2025,2,3,e,ii,Industry and Environment,Water,3,2,"\text{Compared to the cadmium reduction method, state, with reason, whether the method suggested in (e) (i) is suitable for the determination of nitrate ions as a pollutant in water samples.}",,"LaTeX(""Compared to the cadmium reduction method, state, with reason, whether the method suggested in (e) (i) is suitable for the determination of nitrate ions as a pollutant in water samples."").parsingMode(.onlyEquations)","Compared to the cadmium reduction method, state, with reason, whether the method suggested in (e) (i) is suitable for the determination of nitrate ions as a pollutant in water samples.",cape_2_chemistry_may_2025_2_3_e_ii
cape,2,Chemistry,May,2025,2,3,e,iii,Industry and Environment,Water,2,1,\text{Name the reagent that can be used in school laboratories to detect the presence of phosphate ions.},,"LaTeX(""Name the reagent that can be used in school laboratories to detect the presence of phosphate ions."").parsingMode(.onlyEquations)",Name the reagent that can be used in school laboratories to detect the presence of phosphate ions.,cape_2_chemistry_may_2025_2_3_e_iii
cape,2,Chemistry,May,2026,2,1,a,i,The Chemistry of Carbon Compounds,Structure and Formulae,1,2,\text{Describe the term ‘homologous series’.},,"LaTeX(""Describe the term ‘homologous series’."").parsingMode(.onlyEquations)",Describe the term ‘homologous series’.,cape_2_chemistry_may_2026_2_1_a_i
cape,2,Chemistry,May,2026,2,1,a,ii,The Chemistry of Carbon Compounds,Structure and Formulae,1,1,\text{State the name of a homologous series which only contains aliphatic hydrocarbons.},,"LaTeX(""State the name of a homologous series which only contains aliphatic hydrocarbons."").parsingMode(.onlyEquations)",State the name of a homologous series which only contains aliphatic hydrocarbons.,cape_2_chemistry_may_2026_2_1_a_ii
cape,2,Chemistry,May,2026,2,1,a,iii,The Chemistry of Carbon Compounds,Structure and Formulae,2,1,\text{Draw the displayed structural formula of a three-carbon compound of the named homologous series in (a) (ii).},,"LaTeX(""Draw the displayed structural formula of a three-carbon compound of the named homologous series in (a) (ii)."").parsingMode(.onlyEquations)",Draw the displayed structural formula of a three-carbon compound of the named homologous series in (a) (ii).,cape_2_chemistry_may_2026_2_1_a_iii
cape,2,Chemistry,May,2026,2,1,a,iv,The Chemistry of Carbon Compounds,Structure and Formulae,1,1,\text{Write the IUPAC name of the displayed structural formula in (a) (iii).},,"LaTeX(""Write the IUPAC name of the displayed structural formula in (a) (iii)."").parsingMode(.onlyEquations)",Write the IUPAC name of the displayed structural formula in (a) (iii).,cape_2_chemistry_may_2026_2_1_a_iv
cape,2,Chemistry,May,2026,2,1,b,i,The Chemistry of Carbon Compounds,Structure and Formulae,1,2,\text{Distinguish between empirical formula and molecular formula.},,"LaTeX(""Distinguish between empirical formula and molecular formula."").parsingMode(.onlyEquations)",Distinguish between empirical formula and molecular formula.,cape_2_chemistry_may_2026_2_1_b_i
cape,2,Chemistry,May,2026,2,1,b,ii,The Chemistry of Carbon Compounds,Structure and Formulae,3,4,"\text{Compound A contains carbon, hydrogen and oxygen. Combustion analysis of }  0.544\,\text{g}  \text{ of Compound A gave }  1.039\,\text{g}  \text{ of }  \text{CO}_2  \text{ and }  0.637\,\text{g}  \text{ of }  \text{H}_2\text{O} \text{.}
\text{Calculate the empirical formula of Compound A.}",,"LaTeX(""Compound A contains carbon, hydrogen and oxygen. Combustion analysis of  $0.544\\,$g  of Compound A gave  $1.039\\,$g  of  CO$_2$  and  $0.637\\,$g  of  H$_2$O.\nCalculate the empirical formula of Compound A."").parsingMode(.onlyEquations)","Compound A contains carbon, hydrogen and oxygen. Combustion analysis of  $0.544\,$g  of Compound A gave  $1.039\,$g  of  CO$_2$  and  $0.637\,$g  of  H$_2$O.
Calculate the empirical formula of Compound A.",cape_2_chemistry_may_2026_2_1_b_ii
cape,2,Chemistry,May,2026,2,1,b,iii,The Chemistry of Carbon Compounds,Structure and Formulae,2,1,"\text{If the molecular mass of Compound A is 46 a.m.u, what is the molecular formula?}",,"LaTeX(""If the molecular mass of Compound A is 46 a.m.u, what is the molecular formula?"").parsingMode(.onlyEquations)","If the molecular mass of Compound A is 46 a.m.u, what is the molecular formula?",cape_2_chemistry_may_2026_2_1_b_iii
cape,2,Chemistry,May,2026,2,1,c,i,The Chemistry of Carbon Compounds,"Functional Group Analysis, Reactions and Mechanisms",2,1,"\text{In the reaction scheme below, the primary amine, B, reacts with Reagent C.  \text{B} + \text{C} \rightarrow \text{CH}_3(\text{CH}_2)_4-\text{NH}_3\text{Cl} }
\text{State the name of the reagent C.}",,"LaTeX(""In the reaction scheme below, the primary amine, B, reacts with Reagent C. \\( \\text{B} + \\text{C} \\rightarrow \\text{CH}_3(\\text{CH}_2)_4-\\text{NH}_3\\text{Cl} \\)\nState the name of the reagent C."").parsingMode(.onlyEquations)","In the reaction scheme below, the primary amine, B, reacts with Reagent C. \( \text{B} + \text{C} \rightarrow \text{CH}_3(\text{CH}_2)_4-\text{NH}_3\text{Cl} \)
State the name of the reagent C.",cape_2_chemistry_may_2026_2_1_c_i
cape,2,Chemistry,May,2026,2,1,c,ii,The Chemistry of Carbon Compounds,"Functional Group Analysis, Reactions and Mechanisms",2,1,"\text{State the name of the primary amine, B.}",,"LaTeX(""State the name of the primary amine, B."").parsingMode(.onlyEquations)","State the name of the primary amine, B.",cape_2_chemistry_may_2026_2_1_c_ii
